,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed,Team,Season
142,143,Sep 12,False,TEX,"L,6-7",8.0,8,7,6,1,2,3,2,0,4.94,34,111.0,79.0,0.0,0.0,1,0,32,3,0,0,0,0,1,1,2,Darren Spagnardi,"D.Bush (4-47), J.Speier (2-BL)",TOR,2004
143,144,Sep 13,True,BAL,"L,1-9",9.0,12,9,9,0,3,8,1,0,4.96,42,165.0,98.0,1.0,1.0,1,0,38,2,1,0,0,1,0,0,4,Matt Hollowell,"J.Miller (4-21-L), S.Douglass (1), K.Frederick (1), B.File (2)",TOR,2004
144,145,Sep 15,True,BAL,"W,3-0",9.0,8,0,0,0,2,7,0,0,4.93,34,125.0,89.0,0.0,0.0,0,0,32,2,0,0,0,0,0,1,2,Bruce Froemming,"T.Lilly (5-74-W), J.Speier (2-Sv)",TOR,2004
145,146,Sep 16,True,BAL,"L,5-9",9.0,12,9,8,1,4,7,1,1,4.95,45,179.0,108.0,3.0,2.0,1,0,39,1,0,0,0,1,2,0,5,Tim Timmons,"M.Batista (5-17-L), R.Glynn (4), V.Chulk (5), J.Frasor (4), K.Ligtenberg (5)",TOR,2004
146,147,Sep 17,True,TBD,"L,4-11",9.0,12,11,10,1,5,7,2,1,4.99,45,162.0,97.0,2.0,2.0,4,0,38,3,1,1,0,1,1,1,3,Mark Carlson,"J.Towers (16-26-L), K.Frederick (3), S.Douglass (3)",TOR,2004
147,148,Sep 18,True,TBD,"W,4-2",9.0,3,2,1,1,5,8,0,1,4.96,36,137.0,84.0,0.0,0.0,0,0,29,0,0,0,0,1,0,0,4,Brian Runge,"D.Bush (5-62-W), J.Frasor (1-H), J.Speier (2-H), M.Batista (1-Sv)",TOR,2004
148,149,Sep 19,True,TBD,"W,9-7",9.0,10,7,7,0,3,3,2,1,4.97,40,136.0,88.0,4.0,0.0,1,0,36,2,0,0,0,0,0,1,5,Gary Darling,"J.Miller (5-28), B.File (5), V.Chulk (2-W), J.Frasor (0-H), J.Speier (0-Sv)",TOR,2004
149,150,Sep 20,False,NYY,"W,6-3",9.0,7,3,3,0,5,3,0,1,4.96,37,135.0,85.0,3.0,2.0,0,0,31,1,0,0,0,0,1,4,2,Dale Scott,"G.Chacín (99-56-W), M.Batista (1-Sv)",TOR,2004
150,151,Sep 21,False,NYY,"L,3-5",8.0,11,5,5,0,2,5,2,0,4.96,35,125.0,74.0,1.0,0.0,1,1,31,2,0,0,1,1,0,0,4,Ron Kulpa,"R.Halladay (66-43-L), R.Glynn (4), B.League (99), V.Chulk (1)",TOR,2004
151,152,Sep 22,False,NYY,"W,5-4",9.0,8,4,4,0,3,8,3,0,4.96,39,133.0,89.0,1.0,0.0,0,0,36,1,0,0,0,0,1,0,4,Bill Miller,"T.Lilly (6-53-W), B.League (0-H), J.Speier (2-H), M.Batista (1-Sv)",TOR,2004
152,153,Sep 24,False,TBD,"L,2-4",8.0,8,4,4,0,2,6,2,1,4.95,33,102.0,69.0,2.0,0.0,2,0,30,2,0,0,0,0,0,1,3,Joe West,"J.Towers (6-40-L), J.Miller (4), J.Frasor (4)",TOR,2004
153,154,Sep 25,False,TBD,"L,5-6",8.2,6,6,4,2,1,2,2,1,4.95,35,116.0,73.0,0.0,0.0,1,0,29,2,0,0,2,2,1,0,4,Rick Reed,"D.Bush (6-35), V.Chulk (3), R.Glynn (3), M.Batista (2-L)",TOR,2004
154,155,Sep 27,False,BAL,"W,4-1",9.0,7,1,1,0,3,5,1,0,4.92,37,155.0,97.0,2.0,0.0,0,0,34,1,0,0,0,0,1,1,5,Tim Tschida,"R.Halladay (5-47), B.File (7), B.League (4-W), J.Speier (4-H), M.Batista (1-Sv)",TOR,2004
155,156,Sep 29(1),False,BAL,"L,6-7",8.2,9,7,7,0,8,8,2,0,4.94,43,181.0,100.0,1.0,0.0,0,0,34,1,0,1,1,0,1,1,4,Marty Foster,"T.Lilly (6-37), V.Chulk (3), J.Frasor (4), J.Speier (1-L)",TOR,2004
156,157,Sep 29(2),False,BAL,"L,0-4",8.0,8,4,4,0,0,4,0,0,4.94,32,128.0,85.0,1.0,0.0,0,0,30,4,1,0,1,1,0,0,3,Joe Brinkman,"G.Chacín (8-69-L), J.Miller (4), B.File (1)",TOR,2004
157,158,Sep 30,False,BAL,"L,3-9",8.0,14,9,9,0,2,3,4,0,4.96,39,134.0,87.0,2.0,0.0,0,0,37,1,0,0,0,0,0,1,4,James Hoye,"J.Towers (5-27-L), R.Glynn (4), B.File (0), M.Batista (2)",TOR,2004
158,159,Oct 1,True,NYY,"W,7-0",9.0,2,0,0,0,3,11,0,1,4.93,32,117.0,76.0,,,0,0,28,0,0,0,0,0,0,1,1,Phil Cuzzi,D.Bush (5-91-W),TOR,2004
159,160,Oct 2,True,NYY,"W,4-2",9.0,8,2,2,0,0,5,0,0,4.91,32,102.0,71.0,0.0,0.0,0,0,32,2,0,0,0,0,0,1,2,Jerry Crawford,"R.Halladay (4-71-W), M.Batista (1-Sv)",TOR,2004
160,161,Oct 3,True,NYY,"L,2-3",9.0,7,3,3,0,3,5,1,1,4.9,37,142.0,91.0,0.0,0.0,0,0,33,2,0,1,0,0,1,2,2,Brian O'Nora,"J.Towers (2-57-L), J.Speier (3)",TOR,2004
0,1,Apr 4,False,TBD,"W,5-2",9.0,10,2,2,0,0,8,0,0,2.0,36,113.0,79.0,2.0,0.0,1,0,35,1,0,0,0,1,0,1,3,Ed Rapuano,"R.Halladay (99-58-W), S.Schoeneweis (99-H), M.Batista (99-Sv)",TOR,2005
1,2,Apr 5,False,TBD,"W,6-3",9.0,7,3,3,0,2,6,2,0,2.5,36,140.0,82.0,2.0,1.0,1,0,34,0,0,0,0,0,0,0,5,CB Bucknor,"G.Chacín (99-59-W), B.League (99), S.Schoeneweis (0-H), J.Speier (99-H), M.Batista (0-Sv)",TOR,2005
2,3,Apr 6,False,TBD,"L,5-8",8.0,11,8,8,0,2,8,2,0,4.5,36,136.0,93.0,2.0,2.0,0,0,34,1,1,0,0,0,2,3,4,Phil Cuzzi,"J.Towers (99-66), J.Frasor (99-H), S.Schoeneweis (0-L), J.Speier (0-BSv)",TOR,2005
3,4,Apr 8,True,BOS,"L,5-6",9.0,9,6,5,1,4,3,2,0,4.63,39,150.0,89.0,2.0,0.0,1,0,34,1,0,0,0,1,1,2,3,Tim Timmons,"D.Bush (99-46-L), B.League (2), V.Chulk (99)",TOR,2005
4,5,Apr 9,True,BOS,"W,12-5",9.0,8,5,5,0,2,4,1,0,4.7,36,144.0,86.0,3.0,1.0,0,0,34,1,0,0,0,0,0,1,4,Tim McClelland,"R.Halladay (4-39), S.Schoeneweis (2-BSv), J.Frasor (2-W), J.Speier (2)",TOR,2005
5,6,Apr 10,True,BOS,"W,4-3",9.0,10,3,3,0,2,9,0,0,4.42,39,142.0,91.0,2.0,0.0,1,0,36,3,0,0,0,1,0,0,4,Chuck Meriwether,"T.Lilly (99-56), P.Walker (99-H), S.Schoeneweis (0-H), M.Batista (4-BW)",TOR,2005
6,7,Apr 11,False,OAK,"W,10-3",9.0,9,3,3,0,3,5,1,0,4.21,37,146.0,94.0,0.0,0.0,0,0,34,2,0,0,0,0,0,2,3,Gary Cederstrom,"G.Chacín (5-51-W), V.Chulk (2), J.Speier (1)",TOR,2005
7,8,Apr 12,False,OAK,"W,5-2",9.0,7,2,2,0,3,8,0,0,3.93,37,138.0,91.0,1.0,0.0,0,0,34,1,0,0,0,0,0,0,4,Bill Welke,"J.Towers (5-59-W), B.League (3-H), S.Schoeneweis (1-H), M.Batista (1-Sv)",TOR,2005
8,9,Apr 13,False,OAK,"L,3-6",8.0,8,6,3,3,4,4,1,0,3.87,35,143.0,86.0,4.0,2.0,0,1,30,2,0,1,1,0,0,1,4,Tim Welke,"D.Bush (4-61), J.Frasor (3-L), S.Schoeneweis (0), J.Speier (1)",TOR,2005
9,10,Apr 14,False,TEX,"W,2-1",9.0,5,1,1,0,1,9,0,0,3.58,33,117.0,70.0,,,1,0,32,2,0,0,0,0,1,1,1,Chris Guccione,R.Halladay (4-81-W),TOR,2005
10,11,Apr 15,False,TEX,"L,2-4",8.0,7,4,4,0,4,6,2,0,3.66,34,123.0,77.0,0.0,0.0,2,0,30,2,0,0,0,0,0,1,2,Mike Reilly,"T.Lilly (4-44-L), B.League (2)",TOR,2005
11,12,Apr 16,False,TEX,"W,8-0",9.0,4,0,0,0,3,4,0,1,3.34,34,124.0,77.0,0.0,0.0,0,1,30,0,0,0,0,0,1,1,2,Paul Schrieber,"G.Chacín (4-79-W), M.Batista (3)",TOR,2005
12,13,Apr 17,False,TEX,"L,5-6",8.0,12,6,6,0,1,3,2,0,3.58,36,106.0,67.0,0.0,0.0,0,1,35,0,1,0,0,0,0,0,5,Andy Fletcher,"J.Towers (4-16-L), P.Walker (6), V.Chulk (5), S.Schoeneweis (3), J.Speier (3)",TOR,2005
13,14,Apr 18,False,BOS,"L,7-12",8.0,15,12,12,0,4,9,2,1,4.24,42,186.0,111.0,4.0,2.0,0,0,36,4,0,1,0,1,0,0,5,Marty Foster,"D.Bush (4-15-L), B.League (2), J.Frasor (4), V.Chulk (0), J.Speier (0)",TOR,2005
14,15,Apr 19,False,BOS,"W,4-3",9.0,6,3,3,0,2,3,2,1,4.15,35,120.0,78.0,0.0,0.0,0,0,32,0,0,1,0,0,0,1,2,Jim Joyce,"R.Halladay (4-63-W), M.Batista (2-Sv)",TOR,2005
15,16,Apr 20,True,NYY,"L,2-11",9.0,14,11,11,0,8,8,1,1,4.6,50,175.0,113.0,2.0,2.0,1,0,40,6,0,0,1,0,0,0,5,Fieldin Culbreth,"T.Lilly (4-24-L), P.Walker (2), M.Whiteside (99), J.Frasor (1), J.Speier (1)",TOR,2005
16,17,Apr 21,True,NYY,"L,3-4",9.0,9,4,4,0,3,8,0,1,4.56,38,154.0,90.0,0.0,0.0,0,1,31,1,0,0,1,2,0,1,4,Eric Cooper,"G.Chacín (4-47-L), V.Chulk (2), S.Schoeneweis (3), M.Batista (1)",TOR,2005
17,18,Apr 22,True,BAL,"L,5-13",9.0,17,13,11,2,2,6,4,0,4.93,45,155.0,104.0,5.0,3.0,0,0,42,2,0,1,0,1,2,2,5,Randy Marsh,"J.Towers (4-45), J.Frasor (1-H), J.Speier (1-BL), S.Schoeneweis (0), V.Chulk (0)",TOR,2005
18,19,Apr 23,True,BAL,"L,1-4",9.0,8,4,2,2,1,2,1,2,4.77,39,140.0,90.0,0.0,0.0,2,1,35,1,0,0,0,1,2,1,2,Larry Vanover,"D.Bush (4-69-L), M.Batista (1)",TOR,2005
19,20,Apr 24,True,BAL,"L,1-7",9.0,14,7,7,0,1,5,3,1,4.89,42,136.0,95.0,0.0,0.0,2,0,40,2,0,0,0,0,0,1,3,Sam Holbrook,"R.Halladay (4-33-L), P.Walker (3), J.Speier (1)",TOR,2005
20,21,Apr 26,True,TBD,"W,7-5",9.0,11,5,5,0,1,6,2,0,4.89,37,109.0,75.0,1.0,0.0,0,0,36,0,0,0,0,0,0,2,5,Dale Scott,"T.Lilly (5-37-W), V.Chulk (3-H), S.Schoeneweis (3), J.Frasor (3-H), M.Batista (2-Sv)",TOR,2005
21,22,Apr 27,True,TBD,"W,8-2",9.0,8,2,2,0,3,4,0,1,4.76,38,133.0,82.0,1.0,0.0,0,1,34,1,0,0,0,0,0,0,3,Dan Iassogna,"G.Chacín (5-58-W), J.Frasor (0), S.Schoeneweis (0)",TOR,2005
22,23,Apr 28,True,TBD,"W,7-4",9.0,9,4,2,2,0,8,0,0,4.63,37,150.0,98.0,3.0,1.0,2,0,37,4,0,0,0,0,1,0,4,Tim Tschida,"J.Towers (5-60-W), V.Chulk (1-H), J.Speier (3), M.Batista (1-Sv)",TOR,2005
23,24,Apr 29,False,NYY,"W,2-0",9.0,3,0,0,0,1,9,0,1,4.44,32,115.0,75.0,,,3,0,30,1,0,0,0,0,0,0,1,Terry Craft,R.Halladay (4-89-W),TOR,2005
24,25,Apr 30,False,NYY,"L,3-4",8.1,10,4,4,0,2,4,1,0,4.43,36,137.0,86.0,0.0,0.0,0,0,34,1,0,1,0,0,0,1,3,Ted Barrett,"D.Bush (6-53), J.Frasor (2), V.Chulk (1-L)",TOR,2005
25,26,May 1,False,NYY,"W,8-6",9.0,8,6,6,0,4,6,1,0,4.49,38,141.0,85.0,2.0,0.0,0,0,31,3,0,1,1,2,0,0,4,Alfonso Márquez,"T.Lilly (4-29), P.Walker (6-W), S.Schoeneweis (3-H), M.Batista (2-Sv)",TOR,2005
26,27,May 2,False,BAL,"W,6-2",12.0,7,2,2,0,7,7,0,0,4.34,48,179.0,107.0,3.0,0.0,0,0,41,4,0,1,0,0,1,2,5,Joe West,"G.Chacín (4-53), J.Frasor (1), V.Chulk (1), S.Schoeneweis (0-W), M.Batista (0)",TOR,2005
27,28,May 3,False,BAL,"W,1-0",9.0,3,0,0,0,1,3,0,0,4.19,28,107.0,74.0,0.0,0.0,0,2,27,0,0,0,0,0,1,1,2,Brian Gorman,"J.Towers (4-77-W), M.Batista (0-Sv)",TOR,2005
