,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed,Team,Season
32,33,May 12,True,SFG,"L,2-8",9.0,16,8,8,0,4,3,2,0,5.5,44,139.0,86.0,1.0,0.0,2,1,40,1,0,0,0,0,1,2,3,John McSherry,"B.Henry (4-19-L), S.Fredrickson (3), M.Knudson (2)",COL,1993
33,34,May 13,True,SFG,"L,8-13",9.0,13,13,8,5,9,8,0,1,5.57,50,184.0,97.0,2.0,1.0,3,2,36,1,0,2,2,2,3,1,6,Bob Davidson,"B.Ruffin (4-28-L), W.Blair (1), J.Parrett (3), B.Smith (17), S.Fredrickson (0), G.Wayne (1)",COL,1993
34,35,May 14,False,CIN,"L,5-13",8.0,15,13,13,0,4,6,2,1,5.8,45,158.0,94.0,2.0,0.0,2,0,39,5,0,0,0,1,1,0,4,Harry Wendelstedt,"A.Ashby (4-12-L), M.Knudson (1), G.Wayne (0), W.Blair (0)",COL,1993
35,36,May 15,False,CIN,"L,3-5",8.0,10,5,5,0,3,2,2,2,5.8,35,166.0,91.0,3.0,0.0,0,2,30,2,0,0,0,0,0,1,3,Randy Marsh,"A.Reynoso (4-36-L), S.Fredrickson (1), J.Parrett (1)",COL,1993
36,37,May 16,False,CIN,"L,2-14",8.0,15,14,13,1,10,7,0,0,6.02,50,202.0,117.0,2.0,2.0,5,0,38,1,0,0,0,2,1,0,5,Mark Barron,"D.Nied (4-41-L), B.Smith (2), B.Ruffin (2), A.Ashby (1), G.Wayne (1)",COL,1993
37,38,May 17,False,SDP,"L,0-4",8.0,6,4,4,0,2,3,0,0,5.98,31,129.0,76.0,2.0,1.0,0,0,28,1,0,0,0,1,0,1,3,Gerry Davis,"B.Henry (4-39-L), J.Parrett (1), D.Holmes (12)",COL,1993
38,39,May 18,False,SDP,"W,2-1",11.0,9,1,1,0,3,9,0,0,5.82,45,167.0,103.0,3.0,0.0,1,0,40,1,0,1,2,0,0,0,4,Eric Gregg,"W.Blair (3-76), A.Ashby (1), G.Wayne (1-W), D.Holmes (0-Sv)",COL,1993
39,40,May 19,False,SDP,"L,3-7",8.0,13,7,7,0,1,4,1,1,5.86,38,147.0,95.0,1.0,0.0,0,1,36,3,0,0,0,0,1,0,4,Greg Bonin,"L.Painter (99-17-L), S.Fredrickson (3), J.Parrett (1), B.Smith (2)",COL,1993
40,41,May 20,False,SDP,"L,4-5",10.0,10,5,5,0,3,7,1,0,5.82,40,153.0,96.0,0.0,0.0,0,1,37,2,0,0,0,0,0,0,4,Terry Tata,"A.Reynoso (4-51), A.Ashby (1), J.Parrett (0), D.Holmes (1-BL)",COL,1993
41,42,May 21,False,LAD,"L,0-8",8.0,12,8,8,0,4,1,1,0,5.89,37,132.0,77.0,0.0,0.0,0,0,31,2,0,1,1,1,0,2,3,Rich Rieker,"D.Nied (4-24-L), M.Grant (2), B.Ruffin (4)",COL,1993
42,43,May 22,False,LAD,"L,3-4",8.0,8,4,3,1,2,5,0,0,5.84,33,142.0,87.0,2.0,1.0,1,1,30,1,0,0,0,1,1,0,3,Charlie Williams,"B.Henry (4-42-L), J.Parrett (1), D.Holmes (1)",COL,1993
43,44,May 23,False,LAD,"L,0-4",8.0,8,4,4,0,2,5,1,0,5.81,34,122.0,77.0,2.0,1.0,2,0,30,2,0,0,1,1,0,0,3,Joe West,"W.Blair (4-51-L), G.Wayne (4), A.Ashby (2)",COL,1993
44,45,May 25,False,HOU,"W,7-5",9.0,11,5,5,0,4,2,1,0,5.79,39,148.0,81.0,2.0,0.0,0,1,35,4,0,0,0,0,0,1,7,Jerry Layne,"L.Painter (5-30), M.Grant (3), J.Parrett (2), G.Wayne (1-W), B.Ruffin (3), D.Holmes (2-H), A.Ashby (1-Sv)",COL,1993
45,46,May 26,False,HOU,"W,3-2",9.0,8,2,2,0,2,8,2,0,5.71,36,143.0,90.0,1.0,0.0,0,0,34,0,0,0,0,0,0,1,5,Paul Runge,"A.Reynoso (5-58), G.Wayne (0-H), B.Smith (6-BW), D.Holmes (0-H), J.Parrett (0-Sv)",COL,1993
46,47,May 27,False,HOU,"L,0-8",8.0,12,8,8,0,5,2,1,1,5.77,39,122.0,69.0,3.0,2.0,0,1,29,1,1,0,2,2,0,3,4,Charlie Reliford,"D.Nied (5-28-L), D.Holmes (0), B.Smith (0), G.Wayne (0)",COL,1993
47,48,May 28,True,PHI,"L,9-15",9.0,20,15,14,1,2,6,2,1,5.95,50,173.0,108.0,1.0,1.0,0,0,45,6,0,1,2,0,1,1,4,Jim Quick,"B.Henry (5-8-L), A.Ashby (2), B.Ruffin (2), J.Parrett (1)",COL,1993
48,49,May 29,True,PHI,"L,0-6",9.0,8,6,6,0,2,6,0,0,5.95,37,35.0,23.0,0.0,0.0,0,0,33,0,0,0,0,2,0,0,4,Ron Barnes,"W.Blair (5-34-L), G.Wayne (1), D.Holmes (1), B.Smith (1)",COL,1993
49,50,May 30,True,PHI,"L,1-18",9.0,19,18,18,0,4,7,6,0,6.19,51,196.0,126.0,2.0,2.0,0,0,45,2,1,1,1,1,2,1,4,Steve Rippley,"L.Painter (4-29-L), J.Parrett (1), B.Henry (1), G.Wayne (0)",COL,1993
50,51,May 31,True,PIT,"W,6-2",9.0,9,2,0,2,2,5,0,1,6.07,41,138.0,83.0,,,0,0,38,1,0,0,0,0,3,1,1,Angel Hernandez,A.Reynoso (4-68-W),COL,1993
51,52,Jun 1,True,PIT,"L,6-8",9.0,12,8,7,1,2,10,1,1,6.09,41,148.0,94.0,2.0,1.0,1,0,37,1,0,1,0,1,0,0,4,Harry Wendelstedt,"B.Smith (2-30-L), A.Ashby (3), G.Wayne (1), D.Holmes (2)",COL,1993
52,53,Jun 2,True,PIT,"L,3-5",9.0,12,5,5,0,5,9,1,0,6.07,43,167.0,95.0,2.0,0.0,2,0,36,1,0,1,1,1,0,0,3,Randy Marsh,"B.Ruffin (4-46), K.Shepherd (99), J.Parrett (2-L)",COL,1993
53,54,Jun 4,False,PHI,"W,2-1",9.0,10,1,1,0,5,7,0,0,5.97,41,140.0,82.0,1.0,0.0,0,0,36,3,0,3,0,0,0,1,2,Ed Rapuano,"W.Blair (5-61-W), G.Wayne (2-Sv)",COL,1993
54,55,Jun 5,False,PHI,"L,2-6",8.0,9,6,6,0,4,5,1,0,5.99,36,125.0,70.0,0.0,0.0,1,0,31,3,1,0,0,1,0,1,2,Angel Hernandez,"A.Reynoso (4-35-L), K.Shepherd (2)",COL,1993
55,56,Jun 6,False,PHI,"L,7-11",8.0,18,11,11,0,7,9,2,0,6.09,47,184.0,102.0,1.0,0.0,3,0,40,3,1,1,0,0,0,2,5,Jerry Meals,"A.Ashby (4-2-L), B.Henry (6), G.Wayne (1), S.Fredrickson (17), J.Parrett (3)",COL,1993
56,57,Jun 8,False,PIT,"W,4-1",9.0,4,1,1,0,2,6,0,0,6.0,32,137.0,88.0,0.0,0.0,1,0,30,1,0,0,0,0,1,1,2,Gary Darling,"B.Ruffin (5-58-W), K.Shepherd (2-Sv)",COL,1993
57,58,Jun 9,False,PIT,"L,1-4",8.0,9,4,4,0,0,1,1,0,5.97,34,106.0,68.0,0.0,0.0,0,0,32,1,1,0,1,1,1,0,2,Charlie Williams,"W.Blair (4-39-L), D.Holmes (7)",COL,1993
58,59,Jun 11,True,HOU,"W,5-4",9.0,12,4,4,0,2,5,2,0,5.94,39,156.0,95.0,0.0,0.0,0,2,36,1,2,0,1,0,0,0,4,Joe West,"A.Reynoso (5-40), K.Shepherd (2-H), J.Parrett (4-BW), D.Holmes (1-Sv)",COL,1993
59,60,Jun 12,True,HOU,"W,14-11",9.0,13,11,9,2,8,4,1,0,5.99,46,164.0,92.0,2.0,1.0,0,0,36,3,0,3,2,0,2,3,6,Frank Pulli,"A.Ashby (5-18), S.Fredrickson (5), G.Wayne (5), B.Henry (5), K.Shepherd (0-W), D.Holmes (0)",COL,1993
60,61,Jun 13,True,HOU,"W,9-1",9.0,6,1,1,0,2,9,0,0,5.91,37,153.0,95.0,4.0,0.0,0,0,34,1,1,0,0,0,2,0,4,Gary Darling,"B.Ruffin (4-67-W), K.Shepherd (0-H), D.Holmes (0), M.Grant (18)",COL,1993
61,62,Jun 14,True,LAD,"L,4-9",9.0,12,9,6,3,2,6,1,0,5.91,41,132.0,93.0,4.0,2.0,0,1,37,3,0,0,1,1,1,1,6,Greg Bonin,"W.Blair (4-22-L), S.Fredrickson (1), J.Parrett (2), S.Reed (35), G.Wayne (1), M.Grant (0)",COL,1993
