,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed,Team,Season
72,73,Jun 26,True,MON,"L,2-4",9.0,7,4,4,0,8,5,1,0,3.6,41,160.0,93.0,6.0,1.0,3,0,32,2,0,1,1,0,0,1,5,Charlie Reliford,"C.Hough (5-41-L), R.Rodriguez (4), C.Carpenter (4), J.Klink (5), J.Corsi (2)",FLA,1993
73,74,Jun 27,True,MON,"W,9-2",9.0,6,2,2,0,2,6,0,0,3.58,36,132.0,85.0,2.0,0.0,0,0,34,1,0,0,0,0,2,1,2,Dana DeMuth,"C.Hammond (4-67-W), M.Turner (4)",FLA,1993
74,75,Jun 29,True,NYM,"L,9-10",12.0,16,10,10,0,3,10,4,1,3.65,56,200.0,130.0,3.0,3.0,2,1,47,3,0,0,3,2,0,0,6,Joe West,"R.Bowen (5-45), R.Lewis (5), R.Rodriguez (2), B.Harvey (3-BSv), J.Corsi (2), M.Turner (1-L)",FLA,1993
75,76,Jun 30,True,NYM,"L,1-7",9.0,14,7,5,2,5,9,1,0,3.67,47,147.0,94.0,3.0,2.0,2,0,41,1,0,1,1,0,1,0,4,Frank Pulli,"J.Armstrong (4-52-L), C.Carpenter (3), J.Klink (3), R.Lewis (0)",FLA,1993
76,77,Jul 1,True,NYM,"W,7-5",9.0,8,5,5,0,2,5,3,0,3.68,37,111.0,74.0,0.0,0.0,1,0,33,0,0,0,1,1,0,0,3,Brian Gorman,"C.Hough (4-54-W), M.Turner (1-H), B.Harvey (1-Sv)",FLA,1993
77,78,Jul 2,False,ATL,"W,4-2",9.0,4,2,1,1,3,4,0,0,3.65,32,123.0,74.0,2.0,1.0,0,0,28,1,0,0,1,0,0,2,3,Harry Wendelstedt,"C.Hammond (4-66-W), M.Turner (0), B.Harvey (0-Sv)",FLA,1993
78,79,Jul 3,False,ATL,"L,2-11",8.0,13,11,9,2,4,5,2,1,3.72,42,,,2.0,2.0,1,0,37,3,1,1,0,0,1,1,4,Randy Marsh,"L.Aquino (11-42-L), J.Corsi (3), R.Rodriguez (3), C.Carpenter (2)",FLA,1993
79,80,Jul 4,False,ATL,"L,3-4",8.1,10,4,3,1,5,6,0,1,3.72,40,152.0,88.0,4.0,0.0,0,1,34,2,1,2,0,0,0,1,5,Ed Rapuano,"R.Bowen (4-49), J.Klink (3-H), R.Lewis (3-BSv), R.Rodriguez (0), M.Turner (1-L)",FLA,1993
80,81,Jul 5,False,ATL,"L,7-9",8.0,12,9,9,0,4,4,4,0,3.79,40,143.0,89.0,4.0,2.0,0,0,36,1,0,0,0,0,0,0,5,Larry Vanover,"J.Armstrong (4-15), C.Carpenter (1), J.Corsi (1-L), R.Rodriguez (0-BSv), R.Lewis (0)",FLA,1993
81,82,Jul 6,False,COL,"L,3-8",8.0,12,8,6,2,2,5,2,1,3.82,36,118.0,79.0,3.0,3.0,0,3,32,1,0,0,0,1,0,1,3,Ed Montague,"C.Hough (4-50-L), M.Turner (1-BSv), D.Weathers (99)",FLA,1993
82,83,Jul 7,False,COL,"L,5-6",8.2,12,6,6,0,0,3,1,0,3.85,38,,,1.0,0.0,1,0,38,4,1,0,0,0,0,0,3,Mike Winters,"C.Hammond (4-34), C.Carpenter (1), B.Harvey (4-L)",FLA,1993
83,84,Jul 8,False,COL,"L,2-3",8.0,5,3,3,0,3,5,0,0,3.85,30,113.0,71.0,2.0,0.0,0,2,26,2,1,0,0,1,1,1,4,Mark Hirschbeck,"P.Rapp (99-50-L), R.Lewis (2), J.Klink (3), M.Turner (1)",FLA,1993
